dataset,horizon_days,threshold,feature,n,n_pos,point_biserial_r,p_value,p_adj_fdr,significant_fdr_10pct
B_coinbase_multiyear,90,10,dist_from_high_90d,26770,26,0.011892384843767848,0.05168414322173317,0.1568765758965548,False
B_coinbase_multiyear,90,10,narr_gaming,28621,37,-0.011302812804499242,0.05585589459878793,0.1675676837963638,False
B_coinbase_multiyear,90,10,ret_14d,28621,37,0.010725875737640016,0.06959325516732967,0.1951636938388158,False
B_coinbase_multiyear,90,10,narr_rwa,28621,37,-0.009932862019043816,0.0928826187808866,0.24962203797363275,False
B_coinbase_multiyear,90,10,ret_7d,28621,37,0.009496694213389934,0.10814383354049847,0.27354028483773146,False
B_coinbase_multiyear,90,10,narr_memecoin,28621,37,-0.009237315162860495,0.11812076335883921,0.2875014806281181,False
B_coinbase_multiyear,90,10,price_above_ma30,28621,37,0.008859775260687026,0.1339156935620595,0.3169747609083611,False
B_coinbase_multiyear,90,10,ma7_above_ma30,28621,37,0.008121006058469313,0.16948716383775597,0.3734362491868423,False
B_coinbase_multiyear,90,10,narr_infra,28621,37,0.008068846629314178,0.17224385136912493,0.3734362491868423,False
B_coinbase_multiyear,90,10,vol_30d,28621,37,0.007351617117391721,0.21361363601315375,0.4179693742669846,False
B_coinbase_multiyear,90,10,vol_rel_30d,28621,37,-0.006486166855087835,0.2725204965285285,0.5031709747068706,False
B_coinbase_multiyear,90,10,ret_1d,28621,37,0.0061624744187189304,0.29717255885878774,0.532434167955328,False
B_coinbase_multiyear,90,10,narr_defi,28621,37,0.006175121927476912,0.29618220113941973,0.532434167955328,False
B_coinbase_multiyear,90,10,price_above_ma7,28621,37,0.005535440754872039,0.34904778866969993,0.6003621965118838,False
B_coinbase_multiyear,90,10,ret_3d,28621,37,0.005135932682692707,0.3849282890015678,0.6407193455639,False
B_coinbase_multiyear,90,10,ret_30d,28621,37,0.005060345972495505,0.39196217278123585,0.6482451319074286,False
B_coinbase_multiyear,90,10,vol_rel_7d,28621,37,-0.004197299131070063,0.4776667070474037,0.7277722162817641,False
B_coinbase_multiyear,90,10,dist_from_high_30d,28621,37,0.00351868733385399,0.5516708292107906,0.7682806792330145,False
B_coinbase_multiyear,90,10,ret_2d,28621,37,0.0026514619911202756,0.6537572472596132,0.8433468489649009,False
B_coinbase_multiyear,90,10,universe_vol_chg_7d,28621,37,-0.0011978553879162617,0.839415400674394,0.927813161853096,False
B_coinbase_multiyear,90,10,vol_7d,28621,37,0.0005873557924541382,0.9208500533034829,0.9645495853721987,False
